UF;Municipio;Automóvel;Caminhão;Caminhonete;Motocicleta;Ônibus;Utilitário;Outros;Total
PR;CATANDUVAS;3019;275;669;924;57;29;360;5333
PR;CENTENARIO DO SUL;3717;186;517;1335;93;28;736;6612
PR;CERRO AZUL;3447;617;953;2425;76;20;1002;8540
PR;CEU AZUL;4322;421;958;1116;67;47;1534;8465
PR;CHOPINZINHO;7986;735;1798;1704;115;149;1692;14179
PR;CIANORTE;30021;1774;5623;12186;280;377;12353;62614
PR;CIDADE GAUCHA;3680;327;612;1443;104;30;1265;7461
PR;CLEVELANDIA;6306;689;1370;959;62;67;1168;10621
PR;COLOMBO;89798;4557;10071;23151;625;693;13998;142893
PR;COLORADO;8761;632;1664;2759;189;108;3476;17589
PR;CONGONHINHAS;2394;152;461;913;49;6;260;4235
PR;CONSELHEIRO MAIRINCK;1174;67;195;307;19;7;102;1871
PR;CONTENDA;6742;875;1254;1445;68;36;1003;11423
PR;CORBELIA;6665;869;1765;1736;71;154;1847;13107
PR;CORNELIO PROCOPIO;18655;1165;3059;7599;154;250;4415;35297
PR;CORONEL DOMINGOS SOARES;1360;190;370;433;42;7;155;2557
PR;CORONEL VIVIDA;9205;857;1997;2012;131;108;1447;15757
PR;CORUMBATAI DO SUL;1141;76;281;538;31;1;117;2185
PR;CRUZ MACHADO;5437;786;1605;2684;113;19;553;11197
PR;CRUZEIRO DO IGUACU;1496;102;276;492;30;4;285;2685
PR;CRUZEIRO DO OESTE;8040;597;1179;3032;99;63;1855;14865
PR;CRUZEIRO DO SUL;1714;102;286;542;25;13;477;3159
PR;CRUZMALTINA;855;117;231;343;15;2;132;1695
PR;CURITIBA;1086316;38459;114261;152078;6893;26750;170823;1595580
PR;CURIUVA;4319;329;738;1497;96;25;619;7623
PR;DIAMANTE D'OESTE;1417;89;230;560;48;5;141;2490
PR;DIAMANTE DO NORTE;1941;84;272;770;37;16;636;3756
PR;DIAMANTE DO SUL;857;44;179;421;17;2;65;1585
PR;DOIS VIZINHOS;17932;1390;3317;4899;178;221;4494;32431
PR;DOURADINA;2574;386;511;1259;30;33;1369;6162
PR;DOUTOR CAMARGO;2016;214;493;798;66;13;696;4296
PR;DOUTOR ULYSSES;721;101;178;437;34;2;141;1614
PR;ENEAS MARQUES;2138;253;494;799;34;8;619;4345
PR;ENGENHEIRO BELTRAO;4774;573;1010;1460;114;41;1046;9018
PR;ENTRE RIOS DO OESTE;1538;175;462;532;14;40;584;3345
PR;ESPERANCA NOVA;681;38;130;371;9;3;107;1339
PR;ESPIGAO ALTO DO IGUACU;1111;101;274;360;17;5;148;2016
PR;FAROL;937;115;219;374;21;5;140;1811
PR;FAXINAL;5924;543;1231;2097;63;55;1045;10958
PR;FAZENDA RIO GRANDE;39063;1576;3560;7749;348;218;4741;57255
PR;FENIX;1461;148;272;566;21;13;243;2724
PR;FERNANDES PINHEIRO;1695;135;246;557;33;4;193;2863
PR;FIGUEIRA;2526;165;418;645;49;23;446;4272
PR;FLOR DA SERRA DO SUL;1459;123;284;434;36;4;203;2543
PR;FLORAI;1820;180;418;511;26;13;663;3631
PR;FLORESTA;2945;314;859;924;42;46;805;5935
PR;FLORESTOPOLIS;3792;221;463;614;137;12;1035;6274
PR;FLORIDA;973;77;236;270;31;6;214;1807
PR;FORMOSA DO OESTE;3132;336;793;1302;30;27;563;6183
PR;FOZ DO IGUACU;117921;3986;12422;34406;1609;1751;24047;196142
PR;FOZ DO JORDAO;1881;90;230;226;26;13;196;2662
PR;FRANCISCO ALVES;2054;204;415;1188;40;11;578;4490
PR;FRANCISCO BELTRAO;36981;2454;6555;9629;278;833;10611;67341
PR;GENERAL CARNEIRO;4008;525;906;607;108;13;629;6796
PR;GODOY MOREIRA;809;78;203;625;17;4;84;1820
PR;GOIOERE;10693;692;1953;3134;67;158;3114;19811
PR;GOIOXIM;1521;154;383;588;49;6;153;2854
PR;GRANDES RIOS;1684;129;406;789;24;6;171;3209
PR;GUAIRA;13029;1193;2381;5318;669;186;6057;28833
PR;GUAIRACA;1724;140;353;784;35;6;402;3444
PR;GUAMIRANGA;2347;200;515;1117;42;10;346;4577
PR;GUAPIRAMA;1132;139;221;421;28;10;315;2266
PR;GUAPOREMA;640;62;149;283;15;4;133;1286
PR;GUARACI;1930;124;318;450;47;9;277;3155
PR;GUARANIACU;4927;501;1180;1263;66;44;930;8911
PR;GUARAPUAVA;70631;5154;12345;12921;566;1217;13594;116428
PR;GUARAQUECABA;407;35;97;275;19;8;65;906
PR;GUARATUBA;10219;542;1469;2809;73;115;2787;18014
PR;HONORIO SERPA;1796;136;377;582;42;9;176;3118
PR;IBAITI;9802;678;1619;2613;184;99;1562;16557
PR;IBEMA;2038;179;355;520;21;17;392;3522
PR;IBIPORA;19786;1315;2858;6399;203;115;4385;35061
PR;ICARAIMA;2915;210;649;1373;51;19;762;5979
PR;IGUARACU;1677;129;310;475;18;20;352;2981
PR;IGUATU;551;62;141;435;10;0;56;1255
PR;IMBAU;3307;282;612;1247;44;22;612;6126
PR;IMBITUVA;10545;893;1657;2972;82;144;1943;18236
PR;INACIO MARTINS;2273;320;531;750;54;15;314;4257
PR;INAJA;924;33;163;304;19;7;186;1636
PR;INDIANOPOLIS;1621;198;321;516;20;9;666;3351
PR;IPIRANGA;4508;405;947;1605;111;25;598;8199
PR;IPORA;5136;463;1071;2450;50;48;1651;10869
PR;IRACEMA DO OESTE;819;87;215;323;8;7;141;1600
PR;IRATI;23517;1867;3953;5673;184;308;3950;39452
PR;IRETAMA;3004;253;616;1528;55;14;323;5793
PR;ITAGUAJE;1733;81;271;553;31;7;419;3095
PR;ITAIPULANDIA;3574;288;694;1282;57;37;1161;7093
PR;ITAMBARACA;2064;214;402;675;38;8;362;3763
PR;ITAMBE;2051;216;438;856;39;20;622;4242
PR;ITAPEJARA D'OESTE;4301;423;996;1034;56;40;903;7753
PR;ITAPERUCU;8702;756;1557;2215;118;59;1193;14600
PR;ITAUNA DO SUL;1139;54;137;547;16;2;226;2121
PR;IVAI;4075;428;1114;2208;54;47;408;8334
PR;IVAIPORA;12928;1072;2875;4072;129;110;2810;23996
PR;IVATE;2197;253;398;971;86;11;893;4809
PR;IVATUBA;864;65;175;291;10;2;169;1576
PR;JABOTI;1308;73;331;734;30;10;164;2650
PR;JACAREZINHO;13528;646;1958;5340;171;145;3069;24857
PR;JAGUAPITA;4357;425;1000;1291;96;28;1166;8363
PR;JAGUARIAIVA;10425;813;1879;3089;153;100;2154;18613
PR;JANDAIA DO SUL;8729;717;1889;2152;73;91;1903;15554
PR;JANIOPOLIS;1852;168;512;791;34;12;329;3698
PR;JAPIRA;1372;67;224;406;22;2;139;2232
PR;JAPURA;3095;365;830;1248;32;28;944;6542
PR;JARDIM ALEGRE;4020;327;830;1581;54;18;1004;7834
PR;JARDIM OLINDA;679;48;76;195;10;0;85;1093
PR;JATAIZINHO;4371;395;738;1452;35;22;1015;8028
PR;JESUITAS;3494;379;904;1277;47;14;720;6835
PR;JOAQUIM TAVORA;3622;309;770;1256;45;30;754;6786
PR;JUNDIAI DO SUL;759;40;135;266;36;3;65;1304
PR;JURANDA;2659;350;826;1095;19;31;800;5780
PR;JUSSARA;2259;194;419;796;53;10;933;4664
PR;KALORE;1551;172;404;705;26;6;232;3096
PR;LAPA;16238;1422;2783;4681;246;149;3168;28687
PR;LARANJAL;1194;81;286;726;32;3;101;2423
PR;LARANJEIRAS DO SUL;11971;996;2479;2254;125;141;1792;19758
PR;LEOPOLIS;1172;103;257;405;13;5;171;2126
PR;LIDIANOPOLIS;1186;116;308;599;31;7;303;2550
PR;LINDOESTE;1790;130;360;554;38;10;327;3209
PR;LOANDA;7809;497;1627;3108;76;98;3033;16248
PR;LOBATO;1423;183;417;450;42;11;519;3045
PR;LONDRINA;239644;9508;31758;72861;1985;4325;47214;407295
PR;LUIZIANA;1940;223;408;653;30;8;251;3513
PR;LUNARDELLI;1637;120;323;773;16;5;173;3047
PR;LUPIONOPOLIS;1524;111;298;508;64;4;263;2772
PR;MALLET;4354;551;1006;1775;93;31;720;8530
PR;MAMBORE;5108;690;1592;1657;52;89;1449;10637
PR;MANDAGUACU;8212;556;1381;2526;69;64;2226;15034
PR;MANDAGUARI;14016;972;2411;4657;90;182;3945;26273
PR;MANDIRITUBA;8720;1209;1500;2320;99;80;1996;15924
PR;MANFRINOPOLIS;857;48;136;336;23;4;71;1475
PR;MANGUEIRINHA;5946;631;1273;1435;111;52;1052;10500
PR;MANOEL RIBAS;4306;466;1135;1359;44;59;944;8313
PR;MARECHAL CANDIDO RONDON;22109;1744;4150;7712;243;342;9705;46005
PR;MARIA HELENA;1616;144;340;856;40;5;381;3382
PR;MARIALVA;14326;1105;2929;4365;116;219;4512;27572
PR;MARILANDIA DO SUL;3068;287;606;1277;41;14;570;5863
PR;MARILENA;2287;135;366;1370;39;8;550;4755
PR;MARILUZ;2905;218;472;1272;83;5;704;5659
PR;MARINGA;178679;10317;28924;49309;1011;4350;58828;331418
PR;MARIOPOLIS;2229;280;614;558;44;33;404;4162
PR;MARIPA;2246;401;813;693;16;25;582;4776
PR;MARMELEIRO;5913;484;1119;1329;65;76;1830;10816
PR;MARQUINHO;1157;91;337;486;26;4;83;2184
PR;MARUMBI;1436;120;398;618;32;13;260;2877
PR;MATELANDIA;7080;773;1211;2033;101;76;1945;13219
PR;MATINHOS;10085;407;1167;3179;62;128;2436;17464
PR;MATO RICO;739;112;250;473;18;0;48;1640
PR;MAUA DA SERRA;3255;278;526;975;33;31;570;5668
PR;MEDIANEIRA;20395;1428;3811;5722;144;320;6123;37943
PR;MERCEDES;2136;320;594;1223;32;40;927;5272
PR;MIRADOR;543;21;86;220;11;0;90;971
PR;MIRASELVA;661;42;145;220;34;2;136;1240
PR;MISSAL;3996;443;1023;1610;54;79;1389;8594
PR;MOREIRA SALES;3351;324;672;1526;110;10;751;6744
PR;MORRETES;4343;262;659;1830;48;56;1112;8310
PR;MUNHOZ DE MELLO;1320;91;316;353;14;6;220;2320
PR;NOSSA SENHORA DAS GRACAS;1254;54;198;291;44;4;203;2048
PR;NOVA ALIANCA DO IVAI;402;27;72;222;11;0;78;812
PR;NOVA AMERICA DA COLINA;1085;119;177;350;31;8;210;1980
PR;NOVA AURORA;4818;522;1164;1254;56;32;1374;9220
PR;NOVA CANTU;1936;175;450;933;33;5;203;3735
PR;NOVA ESPERANCA;10316;849;1896;3445;101;113;3772;20492
PR;NOVA ESPERANCA DO SUDOESTE;1762;205;360;669;30;10;371;3407
PR;NOVA FATIMA;2576;318;414;688;56;15;299;4366
PR;NOVA LARANJEIRAS;2485;208;656;893;42;17;314;4615
PR;NOVA LONDRINA;5760;399;813;2066;77;57;1927;11099
PR;NOVA OLIMPIA;1914;128;386;835;37;24;564;3888
PR;NOVA PRATA DO IGUACU;3673;334;798;1388;49;31;771;7044
PR;NOVA SANTA BARBARA;1405;164;254;490;13;9;232;2567
PR;NOVA SANTA ROSA;3423;481;996;1171;24;50;1021;7166
PR;NOVA TEBAS;1992;156;482;910;34;3;158;3735
PR;NOVO ITACOLOMI;1000;118;265;490;17;5;123;2018
PR;ORTIGUEIRA;5795;569;1306;2314;108;36;957;11085
PR;OURIZONA;1199;110;176;406;21;7;225;2144
PR;OURO VERDE DO OESTE;1720;198;430;727;23;14;286;3398
PR;PAICANDU;14288;687;1813;5677;68;50;3709;26292
PR;PALMAS;14761;1227;2907;2580;137;191;2607;24410
PR;PALMEIRA;12376;1161;2536;2850;123;120;2684;21850
PR;PALMITAL;3863;350;1158;1454;81;18;510;7434
PR;PALOTINA;12543;1440;3516;3322;296;212;5120;26449
PR;PARAISO DO NORTE;4380;317;837;1377;90;33;1503;8537
PR;PARANACITY;3264;305;488;965;63;25;1143;6253
PR;PARANAGUA;38206;2119;3519;18351;240;388;13766;76589
PR;PARANAPOEMA;958;80;113;226;25;6;162;1570
PR;PARANAVAI;33281;2296;6627;14155;273;391;12024;69047
PR;PATO BRAGADO;1992;213;474;629;28;25;640;4001
PR;PATO BRANCO;36243;2501;7073;7839;429;944;7883;62912
PR;PAULA FREITAS;1880;228;415;596;34;10;325;3488
PR;PAULO FRONTIN;2524;324;541;902;32;18;363;4704
PR;PEABIRU;4575;409;872;1458;40;23;694;8071
PR;PEROBAL;2173;160;444;788;35;4;460;4064
PR;PEROLA;4443;267;794;2114;24;38;1197;8877
PR;PEROLA D'OESTE;2346;237;424;899;28;31;627;4592
PR;PIEN;4904;489;898;1753;35;34;886;8999
PR;PINHAIS;56653;2314;6364;13697;535;876;9236;89675
PR;PINHAL DO SAO BENTO;697;47;126;449;20;3;59;1401
PR;PINHALAO;1861;149;422;745;28;11;148;3364
PR;PINHAO;8581;707;2046;1725;166;50;1026;14301
PR;PIRAI DO SUL;8395;537;1447;2123;140;33;1375;14050
PR;PIRAQUARA;31265;706;2380;9069;255;166;4155;47996
PR;PITANGA;11699;1146;2894;3487;157;117;2637;22137
PR;PITANGUEIRAS;1052;66;179;292;38;3;164;1794
PR;PLANALTINA DO PARANA;1272;123;294;603;28;9;334;2663
PR;PLANALTO;4604;471;778;2065;57;43;846;8864
PR;PONTA GROSSA;133086;6822;19664;27205;1285;2201;30128;220391
PR;PONTAL DO PARANA;7147;360;954;1877;80;72;1459;11949
PR;PORECATU;5076;299;509;1061;197;46;1418;8606
PR;PORTO AMAZONAS;1390;100;220;263;25;7;216;2221
PR;PORTO BARREIRO;928;106;249;402;33;6;107;1831
PR;PORTO RICO;796;34;172;356;13;12;353;1736
PR;PORTO VITORIA;1251;182;250;392;20;7;228;2330
PR;PRADO FERREIRA;1221;122;200;238;20;6;277;2084
PR;PRANCHITA;2292;329;656;759;24;50;760;4870
PR;PRESIDENTE CASTELO BRANCO;1809;141;275;499;34;13;458;3229
PR;PRIMEIRO DE MAIO;3640;364;834;1247;40;20;1378;7523
PR;PRUDENTOPOLIS;15682;1648;4536;6416;213;159;2343;30997
PR;QUARTO CENTENARIO;1464;141;297;444;12;9;334;2701
PR;QUATIGUA;2675;399;626;981;26;30;748;5485
PR;QUATRO BARRAS;10550;788;1206;1905;128;134;2156;16867
PR;QUATRO PONTES;1741;216;498;666;9;15;762;3907
PR;QUEDAS DO IGUACU;10737;852;1890;2929;206;112;2163;18889
PR;QUERENCIA DO NORTE;3095;270;617;1541;45;11;703;6282
PR;QUINTA DO SOL;1477;171;304;575;31;12;215;2785
PR;QUITANDINHA;5829;620;1136;2117;112;20;991;10825
PR;RAMILANDIA;1154;67;151;448;26;5;88;1939
PR;RANCHO ALEGRE;1291;118;226;438;22;11;243;2349
PR;RANCHO ALEGRE D'OESTE;858;89;223;364;16;6;429;1985
PR;REALEZA;7593;715;1590;2213;57;117;2212;14497
PR;REBOUCAS;4711;337;763;1516;68;20;513;7928
PR;RENASCENCA;2446;292;658;687;46;38;635;4802
PR;RESERVA;7413;801;1717;2790;130;54;1476;14381
PR;RESERVA DO IGUACU;1787;91;308;368;30;4;181;2769
PR;RIBEIRAO CLARO;3840;250;943;1615;45;48;951;7692
PR;RIBEIRAO DO PINHAL;4344;258;654;1139;92;22;645;7154
PR;RIO AZUL;5422;378;921;1817;56;19;704;9317
PR;RIO BOM;1169;103;277;509;16;4;113;2191
PR;RIO BONITO DO IGUACU;4435;376;874;1619;113;20;356;7793
PR;RIO BRANCO DO IVAI;1087;44;215;527;17;4;163;2057
PR;RIO BRANCO DO SUL;10641;752;1899;2944;208;82;2165;18691
PR;RIO NEGRO;14393;1178;2080;3993;89;79;2425;24237
PR;ROLANDIA;24539;1685;3290;7607;146;219;7276;44762
PR;RONCADOR;3375;428;866;1393;50;17;478;6607
PR;RONDON;3327;318;638;1033;88;30;1021;6455
PR;ROSARIO DO IVAI;1379;121;383;914;31;11;222;3061
PR;SABAUDIA;2603;275;612;874;35;27;676;5102
PR;SALGADO FILHO;1734;111;336;665;42;8;258;3154
PR;SALTO DO ITARARE;1794;143;323;679;32;9;221;3201
PR;SALTO DO LONTRA;5169;368;960;1634;48;52;916;9147
PR;SANTA AMELIA;1054;76;190;451;23;4;126;1924
PR;SANTA CECILIA DO PAVAO;1244;117;256;430;18;5;199;2269
PR;SANTA CRUZ DO MONTE CASTELO;3014;236;574;1282;60;11;664;5841
PR;SANTA FE;3815;325;817;1112;47;61;1273;7450
PR;SANTA HELENA;9051;791;1929;3371;168;98;3116;18524
PR;SANTA INES;546;20;86;147;9;2;68;878
PR;SANTA ISABEL DO IVAI;3054;200;614;1372;39;20;848;6147
PR;SANTA IZABEL DO OESTE;3591;276;776;1502;46;57;864;7112
PR;SANTA LUCIA;1321;145;346;459;18;17;238;2544
PR;SANTA MARIA DO OESTE;3039;301;735;1020;36;12;314;5457
PR;SANTA MARIANA;3823;341;680;1060;55;27;1236;7222
PR;SANTA MONICA;877;52;123;460;21;2;209;1744
PR;SANTA TEREZA DO OESTE;4185;319;792;891;26;43;834;7090
PR;SANTA TEREZINHA DE ITAIPU;8362;526;1393;1732;72;86;1971;14142
PR;SANTANA DO ITARARE;1426;125;255;706;30;11;246;2799
PR;SANTO ANTONIO DA PLATINA;14893;798;2782;6648;264;199;3784;29368
PR;SANTO ANTONIO DO CAIUA;761;27;141;398;19;2;157;1505
PR;SANTO ANTONIO DO PARAISO;862;82;147;189;18;3;81;1382
PR;SANTO ANTONIO DO SUDOESTE;7254;516;1137;2225;49;100;1271;12552
PR;SANTO INACIO;2147;167;465;570;29;25;581;3984
PR;SAO CARLOS DO IVAI;1932;239;368;924;39;18;819;4339
PR;SAO JERONIMO DA SERRA;2989;249;576;1095;36;11;274;5230
PR;SAO JOAO;4520;474;1033;979;68;48;748;7870
PR;SAO JOAO DO CAIUA;1899;96;338;565;53;9;343;3303
PR;SAO JOAO DO IVAI;3716;399;898;2048;44;36;678;7819
PR;SAO JOAO DO TRIUNFO;4086;314;807;1407;66;17;420;7117
PR;SAO JORGE D'OESTE;3610;302;791;1132;59;33;685;6612
PR;SAO JORGE DO IVAI;1743;296;609;564;26;25;817;4080
PR;SAO JORGE DO PATROCINIO;2017;154;448;1228;29;28;409;4313
PR;SAO JOSE DA BOA VISTA;1484;138;342;1023;32;8;317;3344
PR;SAO JOSE DAS PALMEIRAS;1285;103;262;517;44;7;205;2423
PR;SAO JOSE DOS PINHAIS;131354;8122;15212;26472;938;1526;27327;210951
PR;SAO MANOEL DO PARANA;638;63;101;310;10;1;145;1268
PR;SAO MATEUS DO SUL;15964;1254;2897;4368;218;168;2919;27788
PR;SAO MIGUEL DO IGUACU;10347;986;2365;2724;112;140;2684;19358
PR;SAO PEDRO DO IGUACU;1878;211;469;722;47;11;324;3662
PR;SAO PEDRO DO IVAI;3035;382;698;1216;58;17;932;6338
PR;SAO PEDRO DO PARANA;815;56;140;312;10;5;230;1568
PR;SAO SEBASTIAO DA AMOREIRA;2833;218;449;711;59;31;372;4673
PR;SAO TOME;1942;174;314;720;37;4;520;3711
PR;SAPOPEMA;2006;132;376;799;24;7;216;3560
PR;SARANDI;32901;1238;3879;15341;232;144;10769;64504
PR;SAUDADE DO IGUACU;2017;120;396;465;35;23;269;3325
PR;SENGES;4993;603;917;1851;85;51;933;9433
PR;SERRANOPOLIS DO IGUACU;1801;167;510;613;13;10;386;3500
PR;SERTANEJA;2201;234;441;571;43;14;465;3969
PR;SERTANOPOLIS;5844;683;1513;2202;80;62;2630;13014
PR;SIQUEIRA CAMPOS;6960;482;1305;2839;76;68;1588;13318
PR;SULINA;1176;98;241;401;18;10;187;2131
PR;TAMARANA;3621;373;659;1693;64;21;525;6956
PR;TAMBOARA;1411;110;362;890;21;10;417;3221
PR;TAPEJARA;5044;470;785;1697;128;26;1772;9922
PR;TAPIRA;1861;176;392;1010;37;8;491;3975
PR;TEIXEIRA SOARES;3075;253;595;990;142;19;446;5520
PR;TELEMACO BORBA;27729;1228;3587;8141;261;368;6468;47782
PR;TERRA BOA;6096;427;1128;2121;137;36;2312;12257
PR;TERRA RICA;5130;436;884;2680;125;28;2049;11332
PR;TERRA ROXA;6095;652;1312;2337;76;85;2376;12933
PR;TIBAGI;5211;424;1055;1194;87;54;848;8873
PR;TIJUCAS DO SUL;5217;588;897;1948;51;36;792;9529
PR;TOLEDO;57908;3826;10710;18149;275;993;18502;110363
PR;TOMAZINA;2053;135;487;948;33;13;280;3949
PR;TRES BARRAS DO PARANA;3710;403;772;1473;46;27;735;7166
PR;TUNAS DO PARANA;1654;157;289;718;58;13;323;3212
PR;TUNEIRAS DO OESTE;2202;171;490;1469;83;7;435;4857
PR;TUPASSI;2902;402;959;1026;45;33;886;6253
PR;TURVO;4472;482;1100;1456;99;46;611;8266
PR;UBIRATA;8848;827;2277;2812;92;99;2540;17495
PR;UMUARAMA;43452;3045;8410;16106;309;920;15516;87758
PR;UNIAO DA VITORIA;20219;1698;3180;5239;102;201;3914;34553
PR;UNIFLOR;849;64;133;269;14;2;146;1477
PR;URAI;3779;382;817;1407;29;32;661;7107
PR;VENTANIA;2772;212;497;998;36;15;522;5052
PR;VERA CRUZ DO OESTE;3138;331;687;783;29;23;809;5800
PR;VERE;2857;311;749;927;27;48;524;5443
PR;VIRMOND;1349;142;346;278;29;8;183;2335
PR;VITORINO;2297;332;611;399;42;40;677;4398
PR;WENCESLAU BRAZ;6251;587;1162;2236;100;44;1153;11533
PR;XAMBRE;1858;158;322;822;22;5;410;3597
RJ;ANGRA DOS REIS;35850;1265;4092;11899;388;571;7089;61154
RJ;APERIBE;2434;149;284;2476;17;5;1183;6548
RJ;ARARUAMA;40635;1930;3825;11455;186;447;8064;66542
RJ;AREAL;3450;202;433;1383;55;33;668;6224
RJ;ARMACAO DE BUZIOS;11935;388;1552;4045;73;423;3417;21833
RJ;ARRAIAL DO CABO;7624;208;800;1905;17;108;1547;12209
RJ;BARRA DO PIRAI;24085;1409;2249;4454;332;215;4280;37024
RJ;BARRA MANSA;52997;1990;4964;8187;649;451;6979;76217
RJ;BELFORD ROXO;79051;2166;5160;20068;720;223;10214;117602
RJ;BOM JARDIM;7871;692;1135;2927;58;89;1629;14401
RJ;BOM JESUS DO ITABAPOANA;5981;306;622;5084;65;17;2015;14090
RJ;CABO FRIO;66633;3089;7092;18226;454;920;14465;110879
RJ;CACHOEIRAS DE MACACU;14453;1005;1709;5231;59;150;3070;25677
RJ;CAMBUCI;2079;127;279;2214;35;14;871;5619
RJ;CAMPOS DOS GOYTACAZES;133676;6849;12408;38765;1478;1130;31205;225511
RJ;CANTAGALO;4611;222;602;1835;49;32;733;8084
RJ;CARAPEBUS;2644;151;305;1251;26;23;738;5138
RJ;CARDOSO MOREIRA;2118;169;283;1406;72;10;776;4834
RJ;CARMO;3371;164;486;1152;19;22;515;5729
RJ;CASIMIRO DE ABREU;9457;668;1194;2982;34;88;2514;16937
RJ;COMENDADOR LEVY GASPARIAN;1696;185;198;700;21;15;365;3180
RJ;CONCEICAO DE MACABU;4753;196;575;2896;54;36;1287;9797
RJ;CORDEIRO;6793;291;725;1835;59;91;895;10689
RJ;DUAS BARRAS;2632;161;376;855;13;23;488;4548
RJ;DUQUE DE CAXIAS;188350;9848;16345;39104;3861;1006;29710;288224
RJ;ENGENHEIRO PAULO DE FRONTIN;3341;131;274;1107;21;18;529;5421
RJ;GUAPIMIRIM;10081;477;1101;3661;55;94;2097;17566
RJ;IGUABA GRANDE;7778;215;637;2120;44;51;1565;12410
RJ;ITABORAI;56321;3170;5215;13677;524;354;9151;88412
RJ;ITAGUAI;34432;1725;2863;5779;359;245;6109;51512
RJ;ITALVA;2640;210;296;1900;33;10;1239;6328
RJ;ITAOCARA;5819;389;918;5088;46;35;2475;14770
RJ;ITAPERUNA;20421;1005;2195;15647;120;156;7179;46723
RJ;ITATIAIA;4687;158;459;1594;50;228;949;8125
RJ;JAPERI;11413;531;838;4029;43;39;2080;18973
RJ;LAJE DO MURIAE;969;43;142;800;18;7;247;2226
RJ;MACAE;63443;3118;7733;21582;884;1380;16166;114306
RJ;MACUCO;2173;205;258;715;14;16;302;3683
RJ;MAGE;46410;2080;4188;14048;202;337;8964;76229
RJ;MANGARATIBA;9141;201;1182;2076;137;136;1887;14760
RJ;MARICA;43130;1331;4044;11658;444;565;7356;68528
RJ;MENDES;4621;208;433;1283;56;38;765;7404
RJ;MESQUITA;34023;844;2152;7612;660;134;4440;49865
RJ;MIGUEL PEREIRA;9840;399;1294;3446;61;149;1515;16704
RJ;MIRACEMA;5055;265;566;3683;39;34;2025;11667
RJ;NATIVIDADE;2673;92;300;1816;50;12;926;5869
RJ;NILOPOLIS;39814;641;2204;8559;318;196;4836;56568
RJ;NITEROI;188493;2827;12533;34473;2438;5949;25868;272581
RJ;NOVA FRIBURGO;80143;3731;7904;21436;376;1229;10624;125443
RJ;NOVA IGUACU;180857;6868;13177;39403;1740;1046;24457;267548
RJ;PARACAMBI;12567;722;1166;2541;114;109;2702;19921
RJ;PARAIBA DO SUL;9819;621;1142;3137;108;88;1557;16472
RJ;PARATI;5304;217;871;3123;57;177;1549;11298
RJ;PATY DO ALFERES;8055;529;1156;3596;85;71;1367;14859
RJ;PETROPOLIS;110332;3779;9757;25495;1013;2171;14632;167179
RJ;PINHEIRAL;5427;230;450;919;136;36;661;7859
RJ;PIRAI;6677;411;699;1040;78;53;1003;9961
RJ;PORCIUNCULA;2064;68;219;976;30;12;486;3855
RJ;PORTO REAL;7091;216;468;603;17;43;817;9255
RJ;QUATIS;2963;154;325;591;32;30;453;4548
RJ;QUEIMADOS;24608;696;1897;8182;311;86;3835;39615
RJ;QUISSAMA;4751;243;540;1560;128;53;1165;8440
RJ;RESENDE;49874;1596;4909;8662;515;730;8290;74576
RJ;RIO BONITO;29363;3283;3856;6646;140;223;7014;50525
RJ;RIO CLARO;3592;145;484;857;24;39;520;5661
RJ;RIO DAS FLORES;1746;63;208;427;26;20;242;2732
RJ;RIO DAS OSTRAS;35685;1210;3489;9484;156;588;7885;58497
RJ;RIO DE JANEIRO;2074776;43227;133486;319647;17278;41670;268641;2898725
RJ;SANTA MARIA MADALENA;2009;86;303;843;28;24;299;3592
RJ;SANTO ANTONIO DE PADUA;9106;601;1090;6813;42;74;3578;21304
RJ;SAO FIDELIS;7136;410;764;5528;79;49;3580;17546
RJ;SAO FRANCISCO DE ITABAPOANA;5958;449;915;4884;107;20;2109;14442
RJ;SAO GONCALO;223776;5452;14190;50617;2940;1092;25778;323845
RJ;SAO JOAO DA BARRA;6649;664;878;2959;88;56;2550;13844
RJ;SAO JOAO DE MERITI;109944;3725;7085;19559;1233;431;11597;153574
RJ;SAO JOSE DE UBA;1056;52;169;1525;11;1;308;3122
RJ;SAO JOSE DO VALE DO RIO PRETO;6148;766;841;2391;53;41;1156;11396
RJ;SAO PEDRO DA ALDEIA;23455;1022;2198;6686;139;202;4391;38093
RJ;SAO SEBASTIAO DO ALTO;1767;137;238;1492;8;7;360;4009
RJ;SAPUCAIA;2415;139;359;597;18;23;464;4015
RJ;SAQUAREMA;21404;908;2289;8011;161;315;4896;37984
RJ;SEROPEDICA;16529;1378;1800;3762;254;141;3415;27279
RJ;SILVA JARDIM;4051;323;516;1746;51;37;1033;7757
RJ;SUMIDOURO;3143;422;708;3057;25;29;943;8327
RJ;TANGUA;5948;411;644;1809;68;27;1062;9969
RJ;TERESOPOLIS;60959;2581;6432;18917;300;789;8498;98476
RJ;TRAJANO DE MORAIS;2024;117;323;907;26;18;299;3714
RJ;TRES RIOS;19069;1021;1935;8723;234;174;4193;35349
RJ;VALENCA;17036;405;1745;4304;108;176;2106;25880
RJ;VARRE-SAI;1505;64;237;1030;12;4;285;3137
RJ;VASSOURAS;10008;601;1208;2948;123;96;1305;16289
RJ;VOLTA REDONDA;101716;2332;7891;16810;690;1202;11067;141708
RN;ACARI;1304;120;259;1534;16;8;465;3706
