UF;Municipio;POPULACAO ESTIMADA;Pais
SP;RIBEIRAO PRETO;703293;Brasil
SP;RIFAINA;3629;Brasil
SP;RINCAO;10799;Brasil
SP;RINOPOLIS;9981;Brasil
SP;RIO CLARO;206424;Brasil
SP;RIO DAS PEDRAS;35228;Brasil
SP;RIO GRANDE DA SERRA;50846;Brasil
SP;RIOLANDIA;12518;Brasil
SP;RIVERSUL;5524;Brasil
SP;ROSANA;16643;Brasil
SP;ROSEIRA;10712;Brasil
SP;RUBIACEA;3128;Brasil
SP;RUBINEIA;3148;Brasil
SP;SABINO;5590;Brasil
SP;SAGRES;2432;Brasil
SP;SALES;6331;Brasil
SP;SALES OLIVEIRA;11890;Brasil
SP;SALESOPOLIS;17139;Brasil
SP;SALMOURAO;5300;Brasil
SP;SALTINHO;8286;Brasil
SP;SALTO;118663;Brasil
SP;SALTO DE PIRAPORA;45422;Brasil
SP;SALTO GRANDE;9331;Brasil
SP;SANDOVALINA;4302;Brasil
SP;SANTA ADELIA;15480;Brasil
SP;SANTA ALBERTINA;6008;Brasil
SP;SANTA BARBARA D'OESTE;193475;Brasil
SP;SANTA BRANCA;14788;Brasil
SP;SANTA CLARA D'OESTE;2115;Brasil
SP;SANTA CRUZ DA CONCEICAO;4503;Brasil
SP;SANTA CRUZ DA ESPERANCA;2139;Brasil
SP;SANTA CRUZ DAS PALMEIRAS;34361;Brasil
SP;SANTA CRUZ DO RIO PARDO;47673;Brasil
SP;SANTA ERNESTINA;5599;Brasil
SP;SANTA FE DO SUL;32322;Brasil
SP;SANTA GERTRUDES;26898;Brasil
SP;SANTA ISABEL;57386;Brasil
SP;SANTA LUCIA;8817;Brasil
SP;SANTA MARIA DA SERRA;6173;Brasil
SP;SANTA MERCEDES;2939;Brasil
SP;SANTA RITA DO PASSA QUATRO;27557;Brasil
SP;SANTA RITA D'OESTE;2498;Brasil
SP;SANTA ROSA DE VITERBO;26540;Brasil
SP;SANTA SALETE;1545;Brasil
SP;SANTANA DA PONTE PENSA;1487;Brasil
SP;SANTANA DE PARNAIBA;139447;Brasil
SP;SANTO ANASTACIO;20878;Brasil
SP;SANTO ANDRE;718773;Brasil
SP;SANTO ANTONIO DA ALEGRIA;6929;Brasil
SP;SANTO ANTONIO DE POSSE;23310;Brasil
SP;SANTO ANTONIO DO ARACANGUA;8420;Brasil
SP;SANTO ANTONIO DO JARDIM;5954;Brasil
SP;SANTO ANTONIO DO PINHAL;6811;Brasil
SP;SANTO EXPEDITO;3111;Brasil
SP;SANTOPOLIS DO AGUAPEI;4777;Brasil
SP;SANTOS;433311;Brasil
SP;SAO BENTO DO SAPUCAI;10878;Brasil
SP;SAO BERNARDO DO CAMPO;838936;Brasil
SP;SAO CAETANO DO SUL;161127;Brasil
SP;SAO CARLOS;251983;Brasil
SP;SAO FRANCISCO;2821;Brasil
SP;SAO JOAO DA BOA VISTA;91211;Brasil
SP;SAO JOAO DAS DUAS PONTES;2568;Brasil
SP;SAO JOAO DE IRACEMA;1922;Brasil
SP;SAO JOAO DO PAU D'ALHO;2105;Brasil
SP;SAO JOAQUIM DA BARRA;51888;Brasil
SP;SAO JOSE DA BELA VISTA;8928;Brasil
SP;SAO JOSE DO BARREIRO;4147;Brasil
SP;SAO JOSE DO RIO PARDO;54946;Brasil
SP;SAO JOSE DO RIO PRETO;460671;Brasil
SP;SAO JOSE DOS CAMPOS;721944;Brasil
SP;SAO LOURENCO DA SERRA;15825;Brasil
SP;SAO LUIZ DO PARAITINGA;10687;Brasil
SP;SAO MANUEL;40954;Brasil
SP;SAO MIGUEL ARCANJO;32931;Brasil
SP;SAO PAULO;12252023;Brasil
SP;SAO PEDRO;35653;Brasil
SP;SAO PEDRO DO TURVO;7666;Brasil
SP;SAO ROQUE;91016;Brasil
SP;SAO SEBASTIAO;88980;Brasil
SP;SAO SEBASTIAO DA GRAMA;12182;Brasil
SP;SAO SIMAO;15322;Brasil
SP;SAO VICENTE;365798;Brasil
SP;SARAPUI;10285;Brasil
SP;SARUTAIA;3638;Brasil
SP;SEBASTIANOPOLIS DO SUL;3513;Brasil
SP;SERRA AZUL;14662;Brasil
SP;SERRA NEGRA;29229;Brasil
SP;SERRANA;45107;Brasil
SP;SERTAOZINHO;125815;Brasil
SP;SETE BARRAS;12832;Brasil
SP;SEVERINIA;17496;Brasil
SP;SILVEIRAS;6302;Brasil
SP;SOCORRO;41005;Brasil
SP;SOROCABA;679378;Brasil
SP;SUD MENNUCCI;7718;Brasil
SP;SUMARE;282441;Brasil
SP;SUZANAPOLIS;3963;Brasil
SP;SUZANO;297637;Brasil
SP;TABAPUA;12407;Brasil
SP;TABATINGA;16496;Brasil
SP;TABOAO DA SERRA;289664;Brasil
SP;TACIBA;6285;Brasil
SP;TAGUAI;13859;Brasil
SP;TAIACU;6295;Brasil
SP;TAIUVA;5566;Brasil
SP;TAMBAU;23207;Brasil
SP;TANABI;25967;Brasil
SP;TAPIRAI;7807;Brasil
SP;TAPIRATIBA;12960;Brasil
SP;TAQUARAL;2811;Brasil
SP;TAQUARITINGA;57177;Brasil
SP;TAQUARITUBA;23218;Brasil
SP;TAQUARIVAI;5852;Brasil
SP;TARABAI;7468;Brasil
SP;TARUMA;15000;Brasil
SP;TATUI;121766;Brasil
SP;TAUBATE;314924;Brasil
SP;TEJUPA;4532;Brasil
SP;TEODORO SAMPAIO;23148;Brasil
SP;TERRA ROXA;9370;Brasil
SP;TIETE;42076;Brasil
SP;TIMBURI;2658;Brasil
SP;TORRE DE PEDRA;2412;Brasil
SP;TORRINHA;10010;Brasil
SP;TRABIJU;1724;Brasil
SP;TREMEMBE;47185;Brasil
SP;TRES FRONTEIRAS;5807;Brasil
SP;TUIUTI;6894;Brasil
SP;TUPA;65524;Brasil
SP;TUPI PAULISTA;15495;Brasil
SP;TURIUBA;2016;Brasil
SP;TURMALINA;1727;Brasil
SP;UBARANA;6309;Brasil
SP;UBATUBA;90799;Brasil
SP;UBIRAJARA;4780;Brasil
SP;UCHOA;10110;Brasil
SP;UNIAO PAULISTA;1844;Brasil
SP;URANIA;9114;Brasil
SP;URU;1165;Brasil
SP;URUPES;13809;Brasil
SP;VALENTIM GENTIL;13326;Brasil
SP;VALINHOS;129193;Brasil
SP;VALPARAISO;26480;Brasil
SP;VARGEM;10537;Brasil
SP;VARGEM GRANDE DO SUL;42845;Brasil
SP;VARGEM GRANDE PAULISTA;52597;Brasil
SP;VARZEA PAULISTA;121838;Brasil
SP;VERA CRUZ;10843;Brasil
SP;VINHEDO;78728;Brasil
SP;VIRADOURO;18898;Brasil
SP;VISTA ALEGRE DO ALTO;8810;Brasil
SP;VITORIA BRASIL;1840;Brasil
SP;VOTORANTIM;122480;Brasil
SP;VOTUPORANGA;94547;Brasil
SP;ZACARIAS;2718;Brasil
TO;ABREULANDIA;2579;Brasil
TO;AGUIARNOPOLIS;6733;Brasil
TO;ALIANCA DO TOCANTINS;5390;Brasil
TO;ALMAS;7055;Brasil
TO;ALVORADA;8412;Brasil
TO;ANANAS;9549;Brasil
TO;ANGICO;3433;Brasil
TO;APARECIDA DO RIO NEGRO;4795;Brasil
TO;ARAGOMINAS;5758;Brasil
TO;ARAGUACEMA;7086;Brasil
TO;ARAGUACU;8517;Brasil
TO;ARAGUAINA;180470;Brasil
TO;ARAGUANA;5729;Brasil
TO;ARAGUATINS;35761;Brasil
TO;ARAPOEMA;6643;Brasil
TO;ARRAIAS;10567;Brasil
TO;AUGUSTINOPOLIS;18412;Brasil
TO;AURORA DO TOCANTINS;3757;Brasil
TO;AXIXA DO TOCANTINS;9756;Brasil
TO;BABACULANDIA;10664;Brasil
TO;BANDEIRANTES DO TOCANTINS;3553;Brasil
TO;BARRA DO OURO;4591;Brasil
TO;BARROLANDIA;5632;Brasil
TO;BERNARDO SAYAO;4459;Brasil
TO;BOM JESUS DO TOCANTINS;4894;Brasil
TO;BRASILANDIA DO TOCANTINS;2201;Brasil
TO;BREJINHO DE NAZARE;5497;Brasil
TO;BURITI DO TOCANTINS;11348;Brasil
TO;CACHOEIRINHA;2275;Brasil
TO;CAMPOS LINDOS;10116;Brasil
TO;CARIRI DO TOCANTINS;4382;Brasil
TO;CARMOLANDIA;2580;Brasil
TO;CARRASCO BONITO;4095;Brasil
TO;CASEARA;5369;Brasil
TO;CENTENARIO;2905;Brasil
TO;CHAPADA DA NATIVIDADE;3333;Brasil
TO;CHAPADA DE AREIA;1406;Brasil
TO;COLINAS DO TOCANTINS;35424;Brasil
TO;COLMEIA;8205;Brasil
TO;COMBINADO;4852;Brasil
TO;CONCEICAO DO TOCANTINS;4105;Brasil
TO;COUTO DE MAGALHAES;5588;Brasil
TO;CRISTALANDIA;7289;Brasil
TO;CRIXAS DO TOCANTINS;1722;Brasil
TO;DARCINOPOLIS;6097;Brasil
TO;DIANOPOLIS;22139;Brasil
TO;DIVINOPOLIS DO TOCANTINS;6900;Brasil
TO;DOIS IRMAOS DO TOCANTINS;7198;Brasil
TO;DUERE;4686;Brasil
TO;ESPERANTINA;10996;Brasil
TO;FATIMA;3835;Brasil
TO;FIGUEIROPOLIS;5263;Brasil
TO;FILADELFIA;8856;Brasil
TO;FORMOSO DO ARAGUAIA;18440;Brasil
TO;FORTALEZA DO TABOCAO;2589;Brasil
TO;GOIANORTE;5123;Brasil
TO;GOIATINS;13019;Brasil
TO;GUARAI;25923;Brasil
TO;GURUPI;86647;Brasil
TO;IPUEIRAS;2015;Brasil
TO;ITACAJA;7433;Brasil
TO;ITAGUATINS;5864;Brasil
TO;ITAPIRATINS;3777;Brasil
TO;ITAPORA DO TOCANTINS;2427;Brasil
TO;JAU DO TOCANTINS;3849;Brasil
TO;JUARINA;2193;Brasil
TO;LAGOA DA CONFUSAO;13357;Brasil
TO;LAGOA DO TOCANTINS;4316;Brasil
TO;LAJEADO;3134;Brasil
TO;LAVANDEIRA;1923;Brasil
TO;LIZARDA;3740;Brasil
TO;LUZINOPOLIS;3108;Brasil
TO;MARIANOPOLIS DO TOCANTINS;5175;Brasil
TO;MATEIROS;2684;Brasil
TO;MAURILANDIA DO TOCANTINS;3426;Brasil
TO;MIRACEMA DO TOCANTINS;18248;Brasil
TO;MIRANORTE;13434;Brasil
TO;MONTE DO CARMO;7947;Brasil
TO;MONTE SANTO DO TOCANTINS;2279;Brasil
TO;MURICILANDIA;3551;Brasil
TO;NATIVIDADE;9244;Brasil
TO;NAZARE;3898;Brasil
TO;NOVA OLINDA;11819;Brasil
TO;NOVA ROSALANDIA;4260;Brasil
TO;NOVO ACORDO;4342;Brasil
TO;NOVO ALEGRE;2332;Brasil
TO;NOVO JARDIM;2722;Brasil
TO;OLIVEIRA DE FATIMA;1112;Brasil
TO;PALMAS;299127;Brasil
TO;PALMEIRANTE;6026;Brasil
TO;PALMEIRAS DO TOCANTINS;6658;Brasil
TO;PALMEIROPOLIS;7659;Brasil
TO;PARAISO DO TOCANTINS;51252;Brasil
TO;PARANA;10449;Brasil
TO;PAU D'ARCO;4849;Brasil
TO;PEDRO AFONSO;13578;Brasil
TO;PEIXE;11749;Brasil
TO;PEQUIZEIRO;5477;Brasil
TO;PINDORAMA DO TOCANTINS;4447;Brasil
TO;PIRAQUE;3028;Brasil
TO;PIUM;7654;Brasil
TO;PONTE ALTA DO BOM JESUS;4596;Brasil
TO;PONTE ALTA DO TOCANTINS;8039;Brasil
TO;PORTO ALEGRE DO TOCANTINS;3139;Brasil
TO;PORTO NACIONAL;53010;Brasil
TO;PRAIA NORTE;8432;Brasil
TO;PRESIDENTE KENNEDY;3684;Brasil
TO;PUGMIL;2688;Brasil
TO;RECURSOLANDIA;4293;Brasil
TO;RIACHINHO;4645;Brasil
TO;RIO DA CONCEICAO;2130;Brasil
TO;RIO DOS BOIS;2834;Brasil
TO;RIO SONO;6478;Brasil
TO;SAMPAIO;4711;Brasil
TO;SANDOLANDIA;3375;Brasil
TO;SANTA FE DO ARAGUAIA;7512;Brasil
TO;SANTA MARIA DO TOCANTINS;3434;Brasil
TO;SANTA RITA DO TOCANTINS;2365;Brasil
TO;SANTA ROSA DO TOCANTINS;4829;Brasil
TO;SANTA TEREZA DO TOCANTINS;2866;Brasil
TO;SANTA TEREZINHA DO TOCANTINS;2529;Brasil
TO;SAO BENTO DO TOCANTINS;5324;Brasil
TO;SAO FELIX DO TOCANTINS;1585;Brasil
TO;SAO MIGUEL DO TOCANTINS;12139;Brasil
TO;SAO SALVADOR DO TOCANTINS;3082;Brasil
TO;SAO SEBASTIAO DO TOCANTINS;4805;Brasil
TO;SAO VALERIO DA NATIVIDADE;3960;Brasil
TO;SILVANOPOLIS;5403;Brasil
TO;SITIO NOVO DO TOCANTINS;9029;Brasil
TO;SUCUPIRA;1966;Brasil
TO;TAGUATINGA;16683;Brasil
TO;TAIPAS DO TOCANTINS;2148;Brasil
TO;TALISMA;2793;Brasil
TO;TOCANTINIA;7545;Brasil
TO;TOCANTINOPOLIS;22870;Brasil
TO;TUPIRAMA;1891;Brasil
TO;TUPIRATINS;2671;Brasil
TO;WANDERLANDIA;11683;Brasil
TO;XAMBIOA;11540;Brasil
