UF;Municipio;POPULACAO ESTIMADA;Pais
PB;CURRAL VELHO;2516;Brasil
PB;DAMIAO;5330;Brasil
PB;DESTERRO;8297;Brasil
PB;DIAMANTE;6552;Brasil
PB;DONA INES;10453;Brasil
PB;DUAS ESTRADAS;3596;Brasil
PB;EMAS;3522;Brasil
PB;ESPERANCA;33007;Brasil
PB;FAGUNDES;11253;Brasil
PB;FREI MARTINHO;2989;Brasil
PB;GADO BRAVO;8316;Brasil
PB;GUARABIRA;58833;Brasil
PB;GURINHEM;14129;Brasil
PB;GURJAO;3428;Brasil
PB;IBIARA;5929;Brasil
PB;IGARACY;6117;Brasil
PB;IMACULADA;11819;Brasil
PB;INGA;18103;Brasil
PB;ITABAIANA;24477;Brasil
PB;ITAPORANGA;24692;Brasil
PB;ITAPOROROCA;18664;Brasil
PB;ITATUBA;10962;Brasil
PB;JACARAU;14431;Brasil
PB;JERICO;7739;Brasil
PB;JOAO PESSOA;809015;Brasil
PB;JUAREZ TAVORA;7936;Brasil
PB;JUAZEIRINHO;18171;Brasil
PB;JUNCO DO SERIDO;7150;Brasil
PB;JURIPIRANGA;10756;Brasil
PB;JURU;9867;Brasil
PB;LAGOA;4666;Brasil
PB;LAGOA DE DENTRO;7719;Brasil
PB;LAGOA SECA;27503;Brasil
PB;LASTRO;2737;Brasil
PB;LIVRAMENTO;7256;Brasil
PB;LOGRADOURO;4332;Brasil
PB;LUCENA;13080;Brasil
PB;MAE D'AGUA;4009;Brasil
PB;MALTA;5759;Brasil
PB;MAMANGUAPE;44882;Brasil
PB;MANAIRA;10955;Brasil
PB;MARCACAO;8558;Brasil
PB;MARI;21837;Brasil
PB;MARIZOPOLIS;6617;Brasil
PB;MASSARANDUBA;13918;Brasil
PB;MATARACA;8434;Brasil
PB;MATINHAS;4500;Brasil
PB;MATO GROSSO;2908;Brasil
PB;MATUREIA;6569;Brasil
PB;MOGEIRO;13284;Brasil
PB;MONTADAS;5669;Brasil
PB;MONTE HOREBE;4816;Brasil
PB;MONTEIRO;33222;Brasil
PB;MULUNGU;9902;Brasil
PB;NATUBA;10454;Brasil
PB;NAZAREZINHO;7301;Brasil
PB;NOVA FLORESTA;10638;Brasil
PB;NOVA OLINDA;5949;Brasil
PB;NOVA PALMEIRA;4906;Brasil
PB;OLHO D'AGUA;6526;Brasil
PB;OLIVEDOS;3932;Brasil
PB;OURO VELHO;3039;Brasil
PB;PARARI;1771;Brasil
PB;PASSAGEM;2419;Brasil
PB;PATOS;107605;Brasil
PB;PAULISTA;12347;Brasil
PB;PEDRA BRANCA;3801;Brasil
PB;PEDRA LAVRADA;7843;Brasil
PB;PEDRAS DE FOGO;28458;Brasil
PB;PEDRO REGIS;6089;Brasil
PB;PIANCO;16075;Brasil
PB;PICUI;18703;Brasil
PB;PILAR;11917;Brasil
PB;PILOES;6635;Brasil
PB;PILOEZINHOS;4976;Brasil
PB;PIRPIRITUBA;10579;Brasil
PB;PITIMBU;19065;Brasil
PB;POCINHOS;18564;Brasil
PB;POCO DANTAS;3888;Brasil
PB;POCO DE JOSE DE MOURA;4307;Brasil
PB;POMBAL;32801;Brasil
PB;PRATA;4209;Brasil
PB;PRINCESA ISABEL;23345;Brasil
PB;PUXINANA;13680;Brasil
PB;QUEIMADAS;43967;Brasil
PB;QUIXABA;1956;Brasil
PB;REMIGIO;19621;Brasil
PB;RIACHAO;3588;Brasil
PB;RIACHAO DO BACAMARTE;4521;Brasil
PB;RIACHAO DO POCO;4509;Brasil
PB;RIACHO DE SANTO ANTONIO;1948;Brasil
PB;RIACHO DOS CAVALOS;8526;Brasil
PB;RIO TINTO;24176;Brasil
PB;SALGADINHO;3885;Brasil
PB;SALGADO DE SAO FELIX;12140;Brasil
PB;SANTA CECILIA;6558;Brasil
PB;SANTA CRUZ;6583;Brasil
PB;SANTA HELENA;5889;Brasil
PB;SANTA INES;3595;Brasil
PB;SANTA LUZIA;15382;Brasil
PB;SANTA RITA;136586;Brasil
PB;SANTA TERESINHA;4573;Brasil
PB;SANTANA DE MANGUEIRA;5162;Brasil
PB;SANTANA DOS GARROTES;7031;Brasil
PB;SANTAREM;0;Brasil
PB;SANTO ANDRE;2521;Brasil
PB;SAO BENTINHO;4529;Brasil
PB;SAO BENTO;34031;Brasil
PB;SAO DOMINGOS DE POMBAL;3073;Brasil
PB;SAO DOMINGOS DO CARIRI;2615;Brasil
PB;SAO FRANCISCO;3392;Brasil
PB;SAO JOAO DO CARIRI;4199;Brasil
PB;SAO JOAO DO RIO DO PEIXE;18034;Brasil
PB;SAO JOAO DO TIGRE;4422;Brasil
PB;SAO JOSE DA LAGOA TAPADA;7630;Brasil
PB;SAO JOSE DE CAIANA;6359;Brasil
PB;SAO JOSE DE ESPINHARAS;4682;Brasil
PB;SAO JOSE DE PIRANHAS;20251;Brasil
PB;SAO JOSE DE PRINCESA;4003;Brasil
PB;SAO JOSE DO BONFIM;3557;Brasil
PB;SAO JOSE DO BREJO DO CRUZ;1801;Brasil
PB;SAO JOSE DO SABUGI;4141;Brasil
PB;SAO JOSE DOS CORDEIROS;3628;Brasil
PB;SAO JOSE DOS RAMOS;5957;Brasil
PB;SAO MAMEDE;7724;Brasil
PB;SAO MIGUEL DE TAIPU;7368;Brasil
PB;SAO SEBASTIAO DE LAGOA DE ROCA;11661;Brasil
PB;SAO SEBASTIAO DO UMBUZEIRO;3489;Brasil
PB;SAO VICENTE DO SERIDO;10775;Brasil
PB;SAPE;52625;Brasil
PB;SERRA BRANCA;13699;Brasil
PB;SERRA DA RAIZ;3148;Brasil
PB;SERRA GRANDE;2909;Brasil
PB;SERRA REDONDA;7041;Brasil
PB;SERRARIA;6099;Brasil
PB;SERTAOZINHO;5024;Brasil
PB;SOBRADO;7783;Brasil
PB;SOLANEA;26407;Brasil
PB;SOLEDADE;14989;Brasil
PB;SOSSEGO;3555;Brasil
PB;SOUSA;69444;Brasil
PB;SUME;16966;Brasil
PB;TACIMA;10911;Brasil
PB;TAPEROA;15376;Brasil
PB;TAVARES;14726;Brasil
PB;TEIXEIRA;15161;Brasil
PB;TENORIO;3058;Brasil
PB;TRIUNFO;9455;Brasil
PB;UIRAUNA;15242;Brasil
PB;UMBUZEIRO;9907;Brasil
PB;VARZEA;2810;Brasil
PB;VIEIROPOLIS;5348;Brasil
PB;VISTA SERRANA;3798;Brasil
PB;ZABELE;2240;Brasil
PE;ABREU E LIMA;99990;Brasil
PE;AFOGADOS DA INGAZEIRA;37259;Brasil
PE;AFRANIO;19635;Brasil
PE;AGRESTINA;24885;Brasil
PE;AGUA PRETA;36771;Brasil
PE;AGUAS BELAS;43443;Brasil
PE;ALAGOINHA;14636;Brasil
PE;ALIANCA;38386;Brasil
PE;ALTINHO;22972;Brasil
PE;AMARAJI;22829;Brasil
PE;ANGELIM;11150;Brasil
PE;ARACOIABA;20524;Brasil
PE;ARARIPINA;84418;Brasil
PE;ARCOVERDE;74338;Brasil
PE;BARRA DE GUABIRABA;14385;Brasil
PE;BARREIROS;42659;Brasil
PE;BELEM DE MARIA;12073;Brasil
PE;BELEM DE SAO FRANCISCO;20729;Brasil
PE;BELO JARDIM;76439;Brasil
PE;BETANIA;12719;Brasil
PE;BEZERROS;60798;Brasil
PE;BODOCO;38146;Brasil
PE;BOM CONSELHO;48554;Brasil
PE;BOM JARDIM;39184;Brasil
PE;BONITO;38134;Brasil
PE;BREJAO;8993;Brasil
PE;BREJINHO;7487;Brasil
PE;BREJO DA MADRE DE DEUS;50742;Brasil
PE;BUENOS AIRES;13155;Brasil
PE;BUIQUE;58378;Brasil
PE;CABO DE SANTO AGOSTINHO;207048;Brasil
PE;CABROBO;34221;Brasil
PE;CACHOEIRINHA;20380;Brasil
PE;CAETES;28739;Brasil
PE;CALCADO;11053;Brasil
PE;CALUMBI;5750;Brasil
PE;CAMARAGIBE;157828;Brasil
PE;CAMOCIM DE SAO FELIX;18765;Brasil
PE;CAMUTANGA;8551;Brasil
PE;CANHOTINHO;24804;Brasil
PE;CAPOEIRAS;20048;Brasil
PE;CARNAIBA;19551;Brasil
PE;CARNAUBEIRA DA PENHA;12932;Brasil
PE;CARPINA;83641;Brasil
PE;CARUARU;361118;Brasil
PE;CASINHAS;14341;Brasil
PE;CATENDE;42892;Brasil
PE;CEDRO;11807;Brasil
PE;CHA DE ALEGRIA;13518;Brasil
PE;CHA GRANDE;21698;Brasil
PE;CONDADO;26421;Brasil
PE;CORRENTES;18207;Brasil
PE;CORTES;12578;Brasil
PE;CUMARU;10906;Brasil
PE;CUPIRA;24107;Brasil
PE;CUSTODIA;37111;Brasil
PE;DORMENTES;18908;Brasil
PE;ESCADA;68875;Brasil
PE;EXU;31825;Brasil
PE;FEIRA NOVA;22131;Brasil
PE;FERNANDO DE NORONHA;3061;Brasil
PE;FERREIROS;12123;Brasil
PE;FLORES;22624;Brasil
PE;FLORESTA;32873;Brasil
PE;FREI MIGUELINHO;15457;Brasil
PE;GAMELEIRA;31052;Brasil
PE;GARANHUNS;139788;Brasil
PE;GLORIA DO GOITA;30604;Brasil
PE;GOIANA;79758;Brasil
PE;GRANITO;7486;Brasil
PE;GRAVATA;84074;Brasil
PE;IATI;19197;Brasil
PE;IBIMIRIM;29235;Brasil
PE;IBIRAJUBA;7762;Brasil
PE;IGARASSU;117019;Brasil
PE;IGUARACI;12228;Brasil
PE;ILHA DE ITAMARACA;26258;Brasil
PE;INAJA;23247;Brasil
PE;INGAZEIRA;4548;Brasil
PE;IPOJUCA;96204;Brasil
PE;IPUBI;30854;Brasil
PE;ITACURUBA;4918;Brasil
PE;ITAIBA;26349;Brasil
PE;ITAMBE;36447;Brasil
PE;ITAPETIM;13616;Brasil
PE;ITAPISSUMA;26651;Brasil
PE;ITAQUITINGA;16955;Brasil
PE;JABOATAO DOS GUARARAPES;702298;Brasil
PE;JAQUEIRA;11656;Brasil
PE;JATAUBA;17150;Brasil
PE;JATOBA;14796;Brasil
PE;JOAO ALFREDO;33822;Brasil
PE;JOAQUIM NABUCO;16023;Brasil
PE;JUCATI;11424;Brasil
PE;JUPI;14836;Brasil
PE;JUREMA;15378;Brasil
PE;LAGOA DO CARRO;18071;Brasil
PE;LAGOA DO ITAENGA;21429;Brasil
PE;LAGOA DO OURO;13145;Brasil
PE;LAGOA DOS GATOS;16290;Brasil
PE;LAGOA GRANDE;25601;Brasil
PE;LAJEDO;40288;Brasil
PE;LIMOEIRO;56250;Brasil
PE;MACAPARANA;25376;Brasil
PE;MACHADOS;16088;Brasil
PE;MANARI;21434;Brasil
PE;MARAIAL;11345;Brasil
PE;MIRANDIBA;15390;Brasil
PE;MOREILANDIA;11270;Brasil
PE;MORENO;62784;Brasil
PE;NAZARE DA MATA;32471;Brasil
PE;OLINDA;392482;Brasil
PE;OROBO;23884;Brasil
PE;OROCO;14991;Brasil
PE;OURICURI;69459;Brasil
PE;PALMARES;63250;Brasil
PE;PALMEIRINA;7693;Brasil
PE;PANELAS;26474;Brasil
PE;PARANATAMA;11523;Brasil
PE;PARNAMIRIM;22010;Brasil
PE;PASSIRA;28933;Brasil
PE;PAUDALHO;56506;Brasil
PE;PAULISTA;331774;Brasil
PE;PEDRA;22617;Brasil
PE;PESQUEIRA;67395;Brasil
PE;PETROLANDIA;36548;Brasil
PE;PETROLINA;349145;Brasil
PE;POCAO;11302;Brasil
PE;POMBOS;27091;Brasil
PE;PRIMAVERA;14966;Brasil
PE;QUIPAPA;26037;Brasil
PE;QUIXABA;6813;Brasil
PE;RECIFE;1645727;Brasil
PE;RIACHO DAS ALMAS;20546;Brasil
PE;RIBEIRAO;47415;Brasil
PE;RIO FORMOSO;23535;Brasil
PE;SAIRE;9932;Brasil
PE;SALGADINHO;10919;Brasil
PE;SALGUEIRO;60930;Brasil
PE;SALOA;15843;Brasil
PE;SANHARO;26462;Brasil
PE;SANTA CRUZ;15398;Brasil
PE;SANTA CRUZ DA BAIXA VERDE;12592;Brasil
PE;SANTA CRUZ DO CAPIBARIBE;107937;Brasil
PE;SANTA FILOMENA;14477;Brasil
PE;SANTA MARIA DA BOA VISTA;41931;Brasil
PE;SANTA MARIA DO CAMBUCA;14137;Brasil
PE;SANTA TEREZINHA;11815;Brasil
PE;SAO BENEDITO DO SUL;15895;Brasil
PE;SAO BENTO DO UNA;59504;Brasil
PE;SAO CAITANO;37245;Brasil
PE;SAO JOAO;22793;Brasil
PE;SAO JOAQUIM DO MONTE;21356;Brasil
PE;SAO JOSE DA COROA GRANDE;21298;Brasil
PE;SAO JOSE DO BELMONTE;33959;Brasil
PE;SAO JOSE DO EGITO;33951;Brasil
PE;SAO LOURENCO DA MATA;113230;Brasil
PE;SAO VICENTE FERRER;18018;Brasil
PE;SERRA TALHADA;86350;Brasil
PE;SERRITA;19165;Brasil
PE;SERTANIA;35907;Brasil
PE;SIRINHAEM;45865;Brasil
PE;SOLIDAO;6007;Brasil
PE;SURUBIM;65089;Brasil
PE;TABIRA;28534;Brasil
PE;TACAIMBO;12874;Brasil
PE;TACARATU;25765;Brasil
PE;TAMANDARE;23388;Brasil
PE;TAQUARITINGA DO NORTE;28775;Brasil
PE;TEREZINHA;7169;Brasil
PE;TERRA NOVA;10096;Brasil
PE;TIMBAUBA;53022;Brasil
PE;TORITAMA;45219;Brasil
PE;TRACUNHAEM;13769;Brasil
PE;TRINDADE;30521;Brasil
PE;TRIUNFO;15254;Brasil
PE;TUPANATINGA;27304;Brasil
PE;TUPARETAMA;8202;Brasil
PE;VENTUROSA;18482;Brasil
PE;VERDEJANTE;9534;Brasil
PE;VERTENTE DO LERIO;7618;Brasil
PE;VERTENTES;20731;Brasil
PE;VICENCIA;32643;Brasil
PE;VITORIA DE SANTO ANTAO;138757;Brasil
PE;XEXEU;14725;Brasil
PI;ACAUA;7084;Brasil
PI;AGRICOLANDIA;5139;Brasil
PI;AGUA BRANCA;17411;Brasil
PI;ALAGOINHA DO PIAUI;7651;Brasil
PI;ALEGRETE DO PIAUI;4915;Brasil
PI;ALTO LONGA;14304;Brasil
PI;ALTOS;40524;Brasil
PI;ALVORADA DO GURGUEIA;5419;Brasil
PI;AMARANTE;17598;Brasil
PI;ANGICAL DO PIAUI;6788;Brasil
PI;ANISIO DE ABREU;9880;Brasil
PI;ANTONIO ALMEIDA;3164;Brasil
PI;AROAZES;5835;Brasil
PI;AROEIRAS DO ITAIM;2551;Brasil
PI;ARRAIAL;4727;Brasil
PI;ASSUNCAO DO PIAUI;7846;Brasil
PI;AVELINO LOPES;11289;Brasil
PI;BAIXA GRANDE DO RIBEIRO;11586;Brasil
PI;BARRA D'ALCANTARA;3951;Brasil
PI;BARRAS;47066;Brasil
PI;BARREIRAS DO PIAUI;3348;Brasil
PI;BARRO DURO;7032;Brasil
PI;BATALHA;26857;Brasil
PI;BELA VISTA DO PIAUI;4015;Brasil
PI;BELEM DO PIAUI;3566;Brasil
PI;BENEDITINOS;10467;Brasil
PI;BERTOLINIA;5501;Brasil
PI;BETANIA DO PIAUI;6205;Brasil
PI;BOA HORA;6781;Brasil
PI;BOCAINA;4500;Brasil
PI;BOM JESUS;25179;Brasil
PI;BOM PRINCIPIO DO PIAUI;5630;Brasil
PI;BONFIM DO PIAUI;5670;Brasil
PI;BOQUEIRAO DO PIAUI;6407;Brasil
PI;BRASILEIRA;8329;Brasil
PI;BREJO DO PIAUI;3875;Brasil
PI;BURITI DOS LOPES;19781;Brasil
PI;BURITI DOS MONTES;8244;Brasil
PI;CABECEIRAS DO PIAUI;10586;Brasil
PI;CAJAZEIRAS DO PIAUI;3559;Brasil
PI;CAJUEIRO DA PRAIA;7642;Brasil
PI;CALDEIRAO GRANDE DO PIAUI;5776;Brasil
PI;CAMPINAS DO PIAUI;5613;Brasil
PI;CAMPO ALEGRE DO FIDALGO;5045;Brasil
PI;CAMPO GRANDE DO PIAUI;5943;Brasil
PI;CAMPO LARGO DO PIAUI;7279;Brasil
PI;CAMPO MAIOR;46833;Brasil
PI;CANAVIEIRA;3950;Brasil
PI;CANTO DO BURITI;21187;Brasil
PI;CAPITAO DE CAMPOS;11417;Brasil
PI;CAPITAO GERVASIO OLIVEIRA;4100;Brasil
PI;CARACOL;10916;Brasil
PI;CARAUBAS DO PIAUI;5868;Brasil
PI;CARIDADE DO PIAUI;5067;Brasil
PI;CASTELO DO PIAUI;19716;Brasil
PI;CAXINGO;5424;Brasil
PI;COCAL;27787;Brasil
PI;COCAL DE TELHA;4891;Brasil
PI;COCAL DOS ALVES;6153;Brasil
PI;COIVARAS;4020;Brasil
PI;COLONIA DO GURGUEIA;6484;Brasil
PI;COLONIA DO PIAUI;7656;Brasil
PI;CONCEICAO DO CANINDE;4803;Brasil
PI;CORONEL JOSE DIAS;4682;Brasil
PI;CORRENTE;26644;Brasil
PI;CRISTALANDIA DO PIAUI;8294;Brasil
PI;CRISTINO CASTRO;10423;Brasil
PI;CURIMATA;11388;Brasil
PI;CURRAIS;4954;Brasil
PI;CURRAL NOVO DO PIAUI;5343;Brasil
PI;CURRALINHOS;4443;Brasil
PI;DEMERVAL LOBAO;13817;Brasil
PI;DIRCEU ARCOVERDE;7011;Brasil
PI;DOM EXPEDITO LOPES;6904;Brasil
PI;DOM INOCENCIO;9556;Brasil
PI;DOMINGOS MOURAO;4355;Brasil
PI;ELESBAO VELOSO;14602;Brasil
PI;ELISEU MARTINS;4915;Brasil
PI;ESPERANTINA;39737;Brasil
PI;FARTURA DO PIAUI;5307;Brasil
PI;FLORES DO PIAUI;4463;Brasil
PI;FLORESTA DO PIAUI;2558;Brasil
PI;FLORIANO;59935;Brasil
PI;FRANCINOPOLIS;5348;Brasil
PI;FRANCISCO AYRES;4348;Brasil
PI;FRANCISCO MACEDO;3184;Brasil
PI;FRANCISCO SANTOS;9319;Brasil
PI;FRONTEIRAS;11625;Brasil
PI;GEMINIANO;5442;Brasil
PI;GILBUES;10690;Brasil
PI;GUADALUPE;10499;Brasil
PI;GUARIBAS;4562;Brasil
PI;HUGO NAPOLEAO;3877;Brasil
PI;ILHA GRANDE;9426;Brasil
PI;INHUMA;15308;Brasil
PI;IPIRANGA DO PIAUI;9811;Brasil
PI;ISAIAS COELHO;8549;Brasil
PI;ITAINOPOLIS;11530;Brasil
PI;ITAUEIRA;11019;Brasil
PI;JACOBINA DO PIAUI;5741;Brasil
PI;JAICOS;19104;Brasil
PI;JARDIM DO MULATO;4504;Brasil
PI;JATOBA DO PIAUI;4865;Brasil
PI;JERUMENHA;4452;Brasil
PI;JOAO COSTA;3008;Brasil
PI;JOAQUIM PIRES;14354;Brasil
PI;JOCA MARQUES;5443;Brasil
PI;JOSE DE FREITAS;39208;Brasil
PI;JUAZEIRO DO PIAUI;5478;Brasil
PI;JULIO BORGES;5627;Brasil
PI;JUREMA;4763;Brasil
PI;LAGOA ALEGRE;8542;Brasil
PI;LAGOA DE SAO FRANCISCO;6758;Brasil
PI;LAGOA DO BARRO DO PIAUI;4655;Brasil
PI;LAGOA DO PIAUI;4064;Brasil
PI;LAGOA DO SITIO;5177;Brasil
PI;LAGOINHA DO PIAUI;2845;Brasil
PI;LANDRI SALES;5295;Brasil
PI;LUIS CORREIA;30311;Brasil
PI;LUZILANDIA;25486;Brasil
PI;MADEIRO;8310;Brasil
PI;MANOEL EMIDIO;5349;Brasil
PI;MARCOLANDIA;8492;Brasil
PI;MARCOS PARENTE;4549;Brasil
PI;MASSAPE DO PIAUI;6441;Brasil
PI;MATIAS OLIMPIO;10936;Brasil
PI;MIGUEL ALVES;33760;Brasil
PI;MIGUEL LEAO;1246;Brasil
PI;MILTON BRANDAO;6613;Brasil
PI;MONSENHOR GIL;10564;Brasil
PI;MONSENHOR HIPOLITO;7749;Brasil
PI;MONTE ALEGRE DO PIAUI;10613;Brasil
PI;MORRO CABECA NO TEMPO;4532;Brasil
PI;MORRO DO CHAPEU DO PIAUI;6796;Brasil
PI;MURICI DOS PORTELAS;9159;Brasil
PI;NAZARE DO PIAUI;7339;Brasil
PI;NAZARIA;8570;Brasil
PI;NOSSA SENHORA DE NAZARE;4870;Brasil
PI;NOSSA SENHORA DOS REMEDIOS;8692;Brasil
PI;NOVA SANTA RITA;4374;Brasil
PI;NOVO ORIENTE DO PIAUI;6565;Brasil
PI;NOVO SANTO ANTONIO;2991;Brasil
PI;OEIRAS;37029;Brasil
PI;OLHO D'AGUA DO PIAUI;2459;Brasil
PI;PADRE MARCOS;6868;Brasil
PI;PAES LANDIM;4129;Brasil
PI;PAJEU DO PIAUI;3389;Brasil
PI;PALMEIRA DO PIAUI;5043;Brasil
PI;PALMEIRAIS;14539;Brasil
PI;PAQUETA;3945;Brasil
PI;PARNAGUA;10791;Brasil
PI;PARNAIBA;153078;Brasil
PI;PASSAGEM FRANCA DO PIAUI;4313;Brasil
PI;PATOS DO PIAUI;6392;Brasil
PI;PAU D'ARCO DO PIAUI;4045;Brasil
PI;PAULISTANA;20523;Brasil
PI;PAVUSSU;3677;Brasil
PI;PEDRO II;38742;Brasil
PI;PEDRO LAURENTINO;2536;Brasil
PI;PICOS;78222;Brasil
PI;PIMENTEIRAS;12127;Brasil
PI;PIO IX;18425;Brasil
PI;PIRACURUCA;28791;Brasil
PI;PIRIPIRI;63742;Brasil
PI;PORTO;12568;Brasil
PI;PORTO ALEGRE DO PIAUI;2710;Brasil
PI;PRATA DO PIAUI;3151;Brasil
PI;QUEIMADA NOVA;8992;Brasil
PI;REDENCAO DO GURGUEIA;8778;Brasil
PI;REGENERACAO;17978;Brasil
PI;RIACHO FRIO;4312;Brasil
PI;RIBEIRA DO PIAUI;4477;Brasil
PI;RIBEIRO GONCALVES;7341;Brasil
PI;RIO GRANDE DO PIAUI;6432;Brasil
PI;SANTA CRUZ DO PIAUI;6240;Brasil
PI;SANTA CRUZ DOS MILAGRES;4019;Brasil
PI;SANTA FILOMENA;6253;Brasil
PI;SANTA LUZ;5860;Brasil
PI;SANTA ROSA DO PIAUI;5257;Brasil
PI;SANTANA DO PIAUI;4634;Brasil
PI;SANTO ANTONIO DE LISBOA;6415;Brasil
PI;SANTO ANTONIO DOS MILAGRES;2161;Brasil
PI;SANTO INACIO DO PIAUI;3798;Brasil
PI;SAO BRAZ DO PIAUI;4448;Brasil
PI;SAO FELIX DO PIAUI;2942;Brasil
PI;SAO FRANCISCO DE ASSIS DO PIAU;5755;Brasil
PI;SAO FRANCISCO DO PIAUI;6423;Brasil
PI;SAO GONCALO DO GURGUEIA;3041;Brasil
PI;SAO GONCALO DO PIAUI;5015;Brasil
PI;SAO JOAO DA CANABRAVA;4608;Brasil
PI;SAO JOAO DA FRONTEIRA;6042;Brasil
PI;SAO JOAO DA SERRA;6139;Brasil
PI;SAO JOAO DA VARJOTA;4840;Brasil
PI;SAO JOAO DO ARRAIAL;7989;Brasil
PI;SAO JOAO DO PIAUI;20601;Brasil
PI;SAO JOSE DO DIVINO;5346;Brasil
PI;SAO JOSE DO PEIXE;3745;Brasil
PI;SAO JOSE DO PIAUI;6705;Brasil
PI;SAO JULIAO;6363;Brasil
PI;SAO LOURENCO DO PIAUI;4573;Brasil
PI;SAO LUIS DO PIAUI;2644;Brasil
PI;SAO MIGUEL DA BAIXA GRANDE;2452;Brasil
PI;SAO MIGUEL DO FIDALGO;3039;Brasil
PI;SAO MIGUEL DO TAPUIO;17662;Brasil
PI;SAO PEDRO DO PIAUI;14291;Brasil
PI;SAO RAIMUNDO NONATO;34710;Brasil
PI;SEBASTIAO BARROS;3469;Brasil
PI;SEBASTIAO LEAL;4294;Brasil
PI;SIGEFREDO PACHECO;10041;Brasil
PI;SIMOES;14633;Brasil
PI;SIMPLICIO MENDES;12711;Brasil
PI;SOCORRO DO PIAUI;4569;Brasil
PI;SUSSUAPARA;6730;Brasil
PI;TAMBORIL DO PIAUI;2919;Brasil
PI;TANQUE DO PIAUI;2765;Brasil
PI;TERESINA;864845;Brasil
PI;UNIAO;44485;Brasil
PI;URUCUI;21558;Brasil
PI;VALENCA DO PIAUI;20918;Brasil
PI;VARZEA BRANCA;4947;Brasil
PI;VARZEA GRANDE;4391;Brasil
PI;VERA MENDES;3077;Brasil
PI;VILA NOVA DO PIAUI;2971;Brasil
PI;WALL FERRAZ;4462;Brasil
PR;ABATIA;7457;Brasil
PR;ADRIANOPOLIS;5919;Brasil
PR;AGUDOS DO SUL;9371;Brasil
PR;ALMIRANTE TAMANDARE;118623;Brasil
PR;ALTAMIRA DO PARANA;1942;Brasil
PR;ALTO PARAISO;2741;Brasil
PR;ALTO PARANA;14770;Brasil
PR;ALTO PIQUIRI;9836;Brasil
PR;ALTONIA;22056;Brasil
PR;ALVORADA DO SUL;11406;Brasil
PR;AMAPORA;6257;Brasil
PR;AMPERE;19152;Brasil
PR;ANAHY;2801;Brasil
PR;ANDIRA;20031;Brasil
PR;ANGULO;2928;Brasil
PR;ANTONINA;18980;Brasil
PR;ANTONIO OLINTO;7434;Brasil
PR;APUCARANA;134996;Brasil
PR;ARAPONGAS;123027;Brasil
PR;ARAPOTI;28115;Brasil
PR;ARAPUA;3068;Brasil
PR;ARARUNA;13970;Brasil
PR;ARAUCARIA;143843;Brasil
PR;ARIRANHA DO IVAI;2108;Brasil
PR;ASSAI;15119;Brasil
PR;ASSIS CHATEAUBRIAND;33362;Brasil
PR;ASTORGA;26111;Brasil
PR;ATALAIA;3892;Brasil
PR;BALSA NOVA;12941;Brasil
PR;BANDEIRANTES;31367;Brasil
PR;BARBOSA FERRAZ;11568;Brasil
PR;BARRA DO JACARE;2781;Brasil
PR;BARRACAO;10275;Brasil
PR;BELA VISTA DO CAROBA;3511;Brasil
PR;BELA VISTA DO PARAISO;15397;Brasil
PR;BITURUNA;16389;Brasil
PR;BOA ESPERANCA;4105;Brasil
PR;BOA ESPERANCA DO IGUACU;2503;Brasil
PR;BOA VENTURA DE SAO ROQUE;6387;Brasil
PR;BOA VISTA DA APARECIDA;7591;Brasil
PR;BOCAIUVA DO SUL;12944;Brasil
PR;BOM JESUS DO SUL;3541;Brasil
PR;BOM SUCESSO;7032;Brasil
PR;BOM SUCESSO DO SUL;3264;Brasil
PR;BORRAZOPOLIS;6592;Brasil
PR;BRAGANEY;5427;Brasil
PR;BRASILANDIA DO SUL;2651;Brasil
PR;CAFEARA;2934;Brasil
PR;CAFELANDIA;18120;Brasil
PR;CAFEZAL DO SUL;4044;Brasil
PR;CALIFORNIA;8570;Brasil
PR;CAMBARA;25360;Brasil
PR;CAMBE;106533;Brasil
PR;CAMBIRA;7865;Brasil
PR;CAMPINA DA LAGOA;14202;Brasil
PR;CAMPINA DO SIMAO;3887;Brasil
PR;CAMPINA GRANDE DO SUL;43288;Brasil
PR;CAMPO BONITO;3833;Brasil
PR;CAMPO DO TENENTE;7971;Brasil
PR;CAMPO LARGO;132002;Brasil
PR;CAMPO MAGRO;29318;Brasil
PR;CAMPO MOURAO;94859;Brasil
PR;CANDIDO DE ABREU;15018;Brasil
PR;CANDOI;15979;Brasil
PR;CANTAGALO;13317;Brasil
PR;CAPANEMA;19124;Brasil
PR;CAPITAO LEONIDAS MARQUES;15780;Brasil
PR;CARAMBEI;23415;Brasil
PR;CARLOPOLIS;14320;Brasil
PR;CASCAVEL;328454;Brasil
PR;CASTRO;71484;Brasil
PR;CATANDUVAS;10189;Brasil
PR;CENTENARIO DO SUL;10827;Brasil
PR;CERRO AZUL;17779;Brasil
PR;CEU AZUL;11765;Brasil
PR;CHOPINZINHO;19254;Brasil
PR;CIANORTE;82620;Brasil
PR;CIDADE GAUCHA;12652;Brasil
PR;CLEVELANDIA;16559;Brasil
PR;COLOMBO;243726;Brasil
PR;COLORADO;24012;Brasil
PR;CONGONHINHAS;8818;Brasil
PR;CONSELHEIRO MAIRINCK;3860;Brasil
PR;CONTENDA;18584;Brasil
PR;CORBELIA;17071;Brasil
